"subid","order","trial","request_type","question_type","correct","valence","adjective","age","gender","keepdrop","experimenter","site","age_fct"
"170306-01","1","1","please","polite",0,"positive","hard",4.094444444,"F","keep","RL","bing",4
"170306-01","1","2","please","nice",1,"positive","easy",4.094444444,"F","keep","RL","bing",4
"170306-01","1","3","idq","mean",1,"negative","easy",4.094444444,"F","keep","RL","bing",4
"170306-01","1","4","please_idq","nice",0,"positive","easy",4.094444444,"F","keep","RL","bing",4
"170306-01","1","5","please","mean",1,"negative","easy",4.094444444,"F","keep","RL","bing",4
"170306-01","1","6","please_idq","polite",1,"positive","hard",4.094444444,"F","keep","RL","bing",4
"170306-01","1","7","idq","nice",1,"positive","easy",4.094444444,"F","keep","RL","bing",4
"170306-01","1","8","please_idq","mean",0,"negative","easy",4.094444444,"F","keep","RL","bing",4
"170306-01","1","9","please_idq","rude",0,"negative","hard",4.094444444,"F","keep","RL","bing",4
"170306-01","1","10","idq","polite",1,"positive","hard",4.094444444,"F","keep","RL","bing",4
"170306-01","1","11","please","rude",1,"negative","hard",4.094444444,"F","keep","RL","bing",4
"170306-01","1","12","idq","rude",0,"negative","hard",4.094444444,"F","keep","RL","bing",4
"170307-01","1","1","please","polite",1,"positive","hard",3.452054795,"F","keep","JC","bing",3
"170307-01","1","2","please","nice",1,"positive","easy",3.452054795,"F","keep","JC","bing",3
"170307-01","1","3","idq","mean",1,"negative","easy",3.452054795,"F","keep","JC","bing",3
"170307-01","1","4","please_idq","nice",1,"positive","easy",3.452054795,"F","keep","JC","bing",3
"170307-01","1","5","please","mean",1,"negative","easy",3.452054795,"F","keep","JC","bing",3
"170307-01","1","6","please_idq","polite",1,"positive","hard",3.452054795,"F","keep","JC","bing",3
"170307-01","1","7","idq","nice",1,"positive","easy",3.452054795,"F","keep","JC","bing",3
"170307-01","1","8","please_idq","mean",1,"negative","easy",3.452054795,"F","keep","JC","bing",3
"170307-01","1","9","please_idq","rude",1,"negative","hard",3.452054795,"F","keep","JC","bing",3
"170307-01","1","10","idq","polite",1,"positive","hard",3.452054795,"F","keep","JC","bing",3
"170307-01","1","11","please","rude",1,"negative","hard",3.452054795,"F","keep","JC","bing",3
"170307-01","1","12","idq","rude",1,"negative","hard",3.452054795,"F","keep","JC","bing",3
"170307-02","1","1","please","polite",1,"positive","hard",4.55890411,"F","keep","JC","bing",4
"170307-02","1","2","please","nice",1,"positive","easy",4.55890411,"F","keep","JC","bing",4
"170307-02","1","3","idq","mean",1,"negative","easy",4.55890411,"F","keep","JC","bing",4
"170307-02","1","4","please_idq","nice",1,"positive","easy",4.55890411,"F","keep","JC","bing",4
"170307-02","1","5","please","mean",1,"negative","easy",4.55890411,"F","keep","JC","bing",4
"170307-02","1","6","please_idq","polite",0,"positive","hard",4.55890411,"F","keep","JC","bing",4
"170307-02","1","7","idq","nice",1,"positive","easy",4.55890411,"F","keep","JC","bing",4
"170307-02","1","8","please_idq","mean",1,"negative","easy",4.55890411,"F","keep","JC","bing",4
"170307-02","1","9","please_idq","rude",1,"negative","hard",4.55890411,"F","keep","JC","bing",4
"170307-02","1","10","idq","polite",1,"positive","hard",4.55890411,"F","keep","JC","bing",4
"170307-02","1","11","please","rude",1,"negative","hard",4.55890411,"F","keep","JC","bing",4
"170307-02","1","12","idq","rude",1,"negative","hard",4.55890411,"F","keep","JC","bing",4
"170308-02","1","1","please","polite",1,"positive","hard",4.519444444,"F","keep","RL","bing",4
"170308-02","1","2","please","nice",1,"positive","easy",4.519444444,"F","keep","RL","bing",4
"170308-02","1","3","idq","mean",1,"negative","easy",4.519444444,"F","keep","RL","bing",4
"170308-02","1","4","please_idq","nice",1,"positive","easy",4.519444444,"F","keep","RL","bing",4
"170308-02","1","5","please","mean",1,"negative","easy",4.519444444,"F","keep","RL","bing",4
"170308-02","1","6","please_idq","polite",1,"positive","hard",4.519444444,"F","keep","RL","bing",4
"170308-02","1","7","idq","nice",1,"positive","easy",4.519444444,"F","keep","RL","bing",4
"170308-02","1","8","please_idq","mean",1,"negative","easy",4.519444444,"F","keep","RL","bing",4
"170308-02","1","9","please_idq","rude",1,"negative","hard",4.519444444,"F","keep","RL","bing",4
"170308-02","1","10","idq","polite",1,"positive","hard",4.519444444,"F","keep","RL","bing",4
"170308-02","1","11","please","rude",1,"negative","hard",4.519444444,"F","keep","RL","bing",4
"170308-02","1","12","idq","rude",1,"negative","hard",4.519444444,"F","keep","RL","bing",4
"170712-04","1","1","please","polite",1,"positive","hard",3.838888889,"F","keep","HQ","bing",3
"170712-04","1","2","please","nice",1,"positive","easy",3.838888889,"F","keep","HQ","bing",3
"170712-04","1","3","idq","mean",0,"negative","easy",3.838888889,"F","keep","HQ","bing",3
"170712-04","1","4","please_idq","nice",0,"positive","easy",3.838888889,"F","keep","HQ","bing",3
"170712-04","1","5","please","mean",1,"negative","easy",3.838888889,"F","keep","HQ","bing",3
"170712-04","1","6","please_idq","polite",1,"positive","hard",3.838888889,"F","keep","HQ","bing",3
"170712-04","1","7","idq","nice",0,"positive","easy",3.838888889,"F","keep","HQ","bing",3
"170712-04","1","8","please_idq","mean",1,"negative","easy",3.838888889,"F","keep","HQ","bing",3
"170712-04","1","9","please_idq","rude",1,"negative","hard",3.838888889,"F","keep","HQ","bing",3
"170712-04","1","10","idq","polite",0,"positive","hard",3.838888889,"F","keep","HQ","bing",3
"170712-04","1","11","please","rude",1,"negative","hard",3.838888889,"F","keep","HQ","bing",3
"170712-04","1","12","idq","rude",0,"negative","hard",3.838888889,"F","keep","HQ","bing",3
"170712-05","1","1","please","polite",0,"positive","hard",4.694444444,"F","keep","HQ","bing",4
"170712-05","1","2","please","nice",1,"positive","easy",4.694444444,"F","keep","HQ","bing",4
"170712-05","1","3","idq","mean",1,"negative","easy",4.694444444,"F","keep","HQ","bing",4
"170712-05","1","4","please_idq","nice",1,"positive","easy",4.694444444,"F","keep","HQ","bing",4
"170712-05","1","5","please","mean",1,"negative","easy",4.694444444,"F","keep","HQ","bing",4
"170712-05","1","6","please_idq","polite",1,"positive","hard",4.694444444,"F","keep","HQ","bing",4
"170712-05","1","7","idq","nice",1,"positive","easy",4.694444444,"F","keep","HQ","bing",4
"170712-05","1","8","please_idq","mean",1,"negative","easy",4.694444444,"F","keep","HQ","bing",4
"170712-05","1","9","please_idq","rude",1,"negative","hard",4.694444444,"F","keep","HQ","bing",4
"170712-05","1","10","idq","polite",1,"positive","hard",4.694444444,"F","keep","HQ","bing",4
"170712-05","1","11","please","rude",1,"negative","hard",4.694444444,"F","keep","HQ","bing",4
"170712-05","1","12","idq","rude",1,"negative","hard",4.694444444,"F","keep","HQ","bing",4
"170712-06","1","1","please","polite",1,"positive","hard",4.925,"F","drop","HQ","bing",4
"170712-06","1","2","please","nice",1,"positive","easy",4.925,"F","drop","HQ","bing",4
"170712-06","1","3","idq","mean",1,"negative","easy",4.925,"F","drop","HQ","bing",4
"170712-06","1","4","please_idq","nice",1,"positive","easy",4.925,"F","drop","HQ","bing",4
"170712-06","1","5","please","mean",1,"negative","easy",4.925,"F","drop","HQ","bing",4
"170712-07","1","1","please","polite",1,"positive","hard",3.052777778,"M","keep","HQ","bing",3
"170712-07","1","2","please","nice",1,"positive","easy",3.052777778,"M","keep","HQ","bing",3
"170712-07","1","3","idq","mean",1,"negative","easy",3.052777778,"M","keep","HQ","bing",3
"170712-07","1","4","please_idq","nice",0,"positive","easy",3.052777778,"M","keep","HQ","bing",3
"170712-07","1","5","please","mean",0,"negative","easy",3.052777778,"M","keep","HQ","bing",3
"170712-07","1","6","please_idq","polite",0,"positive","hard",3.052777778,"M","keep","HQ","bing",3
"170712-07","1","7","idq","nice",0,"positive","easy",3.052777778,"M","keep","HQ","bing",3
"170712-07","1","8","please_idq","mean",1,"negative","easy",3.052777778,"M","keep","HQ","bing",3
"170712-07","1","9","please_idq","rude",1,"negative","hard",3.052777778,"M","keep","HQ","bing",3
"170712-07","1","10","idq","polite",1,"positive","hard",3.052777778,"M","keep","HQ","bing",3
"170712-07","1","11","please","rude",0,"negative","hard",3.052777778,"M","keep","HQ","bing",3
"170712-07","1","12","idq","rude",1,"negative","hard",3.052777778,"M","keep","HQ","bing",3
"170712-09","1","1","please","polite",1,"positive","hard",4.938888889,"M","keep","HQ","bing",4
"170712-09","1","2","please","nice",1,"positive","easy",4.938888889,"M","keep","HQ","bing",4
"170712-09","1","3","idq","mean",0,"negative","easy",4.938888889,"M","keep","HQ","bing",4
"170712-09","1","4","please_idq","nice",1,"positive","easy",4.938888889,"M","keep","HQ","bing",4
"170712-09","1","5","please","mean",0,"negative","easy",4.938888889,"M","keep","HQ","bing",4
"170712-09","1","6","please_idq","polite",1,"positive","hard",4.938888889,"M","keep","HQ","bing",4
"170712-09","1","7","idq","nice",0,"positive","easy",4.938888889,"M","keep","HQ","bing",4
"170712-09","1","8","please_idq","mean",1,"negative","easy",4.938888889,"M","keep","HQ","bing",4
"170712-09","1","9","please_idq","rude",0,"negative","hard",4.938888889,"M","keep","HQ","bing",4
"170712-09","1","10","idq","polite",1,"positive","hard",4.938888889,"M","keep","HQ","bing",4
"170712-09","1","11","please","rude",0,"negative","hard",4.938888889,"M","keep","HQ","bing",4
"170712-09","1","12","idq","rude",0,"negative","hard",4.938888889,"M","keep","HQ","bing",4
"170712-10","1","1","please","polite",1,"positive","hard",3.125,"M","keep","HQ","bing",3
"170712-10","1","2","please","nice",0,"positive","easy",3.125,"M","keep","HQ","bing",3
"170712-10","1","3","idq","mean",0,"negative","easy",3.125,"M","keep","HQ","bing",3
"170712-10","1","4","please_idq","nice",1,"positive","easy",3.125,"M","keep","HQ","bing",3
"170712-10","1","5","please","mean",1,"negative","easy",3.125,"M","keep","HQ","bing",3
"170712-10","1","6","please_idq","polite",1,"positive","hard",3.125,"M","keep","HQ","bing",3
"170712-10","1","7","idq","nice",0,"positive","easy",3.125,"M","keep","HQ","bing",3
"170712-10","1","8","please_idq","mean",1,"negative","easy",3.125,"M","keep","HQ","bing",3
"170712-10","1","9","please_idq","rude",0,"negative","hard",3.125,"M","keep","HQ","bing",3
"170712-10","1","10","idq","polite",0,"positive","hard",3.125,"M","keep","HQ","bing",3
"170712-10","1","11","please","rude",1,"negative","hard",3.125,"M","keep","HQ","bing",3
"170712-10","1","12","idq","rude",0,"negative","hard",3.125,"M","keep","HQ","bing",3
"170712-11","1","1","please","polite",1,"positive","hard",4.091666667,"F","keep","HQ","bing",4
"170712-11","1","2","please","nice",1,"positive","easy",4.091666667,"F","keep","HQ","bing",4
"170712-11","1","3","idq","mean",1,"negative","easy",4.091666667,"F","keep","HQ","bing",4
"170712-11","1","4","please_idq","nice",1,"positive","easy",4.091666667,"F","keep","HQ","bing",4
"170712-11","1","5","please","mean",1,"negative","easy",4.091666667,"F","keep","HQ","bing",4
"170712-11","1","6","please_idq","polite",1,"positive","hard",4.091666667,"F","keep","HQ","bing",4
"170712-11","1","7","idq","nice",1,"positive","easy",4.091666667,"F","keep","HQ","bing",4
"170712-11","1","8","please_idq","mean",1,"negative","easy",4.091666667,"F","keep","HQ","bing",4
"170712-11","1","9","please_idq","rude",1,"negative","hard",4.091666667,"F","keep","HQ","bing",4
"170712-11","1","10","idq","polite",1,"positive","hard",4.091666667,"F","keep","HQ","bing",4
"170712-11","1","11","please","rude",1,"negative","hard",4.091666667,"F","keep","HQ","bing",4
"170712-11","1","12","idq","rude",1,"negative","hard",4.091666667,"F","keep","HQ","bing",4
"170712-12","1","1","please","polite",1,"positive","hard",4.930555556,"F","keep","HQ","bing",4
"170712-12","1","2","please","nice",1,"positive","easy",4.930555556,"F","keep","HQ","bing",4
"170712-12","1","3","idq","mean",1,"negative","easy",4.930555556,"F","keep","HQ","bing",4
"170712-12","1","4","please_idq","nice",1,"positive","easy",4.930555556,"F","keep","HQ","bing",4
"170712-12","1","5","please","mean",0,"negative","easy",4.930555556,"F","keep","HQ","bing",4
"170712-12","1","6","please_idq","polite",0,"positive","hard",4.930555556,"F","keep","HQ","bing",4
"170712-12","1","7","idq","nice",1,"positive","easy",4.930555556,"F","keep","HQ","bing",4
"170712-12","1","8","please_idq","mean",1,"negative","easy",4.930555556,"F","keep","HQ","bing",4
"170712-12","1","9","please_idq","rude",1,"negative","hard",4.930555556,"F","keep","HQ","bing",4
"170712-12","1","10","idq","polite",1,"positive","hard",4.930555556,"F","keep","HQ","bing",4
"170712-12","1","11","please","rude",1,"negative","hard",4.930555556,"F","keep","HQ","bing",4
"170712-12","1","12","idq","rude",0,"negative","hard",4.930555556,"F","keep","HQ","bing",4
"170712-14","1","1","please","polite",1,"positive","hard",4.961111111,"F","keep","HQ","bing",4
"170712-14","1","2","please","nice",1,"positive","easy",4.961111111,"F","keep","HQ","bing",4
"170712-14","1","3","idq","mean",1,"negative","easy",4.961111111,"F","keep","HQ","bing",4
"170712-14","1","4","please_idq","nice",1,"positive","easy",4.961111111,"F","keep","HQ","bing",4
"170712-14","1","5","please","mean",1,"negative","easy",4.961111111,"F","keep","HQ","bing",4
"170712-14","1","6","please_idq","polite",0,"positive","hard",4.961111111,"F","keep","HQ","bing",4
"170712-14","1","7","idq","nice",1,"positive","easy",4.961111111,"F","keep","HQ","bing",4
"170712-14","1","8","please_idq","mean",1,"negative","easy",4.961111111,"F","keep","HQ","bing",4
"170712-14","1","9","please_idq","rude",1,"negative","hard",4.961111111,"F","keep","HQ","bing",4
"170712-14","1","10","idq","polite",0,"positive","hard",4.961111111,"F","keep","HQ","bing",4
"170712-14","1","11","please","rude",1,"negative","hard",4.961111111,"F","keep","HQ","bing",4
"170712-14","1","12","idq","rude",1,"negative","hard",4.961111111,"F","keep","HQ","bing",4
"170714-17","1","1","please","polite",0,"positive","hard",4.966666667,"F","keep","HQ","bing",4
"170714-17","1","2","please","nice",1,"positive","easy",4.966666667,"F","keep","HQ","bing",4
"170714-17","1","3","idq","mean",1,"negative","easy",4.966666667,"F","keep","HQ","bing",4
"170714-17","1","4","please_idq","nice",0,"positive","easy",4.966666667,"F","keep","HQ","bing",4
"170714-17","1","5","please","mean",0,"negative","easy",4.966666667,"F","keep","HQ","bing",4
"170714-17","1","6","please_idq","polite",1,"positive","hard",4.966666667,"F","keep","HQ","bing",4
"170714-17","1","7","idq","nice",1,"positive","easy",4.966666667,"F","keep","HQ","bing",4
"170714-17","1","8","please_idq","mean",1,"negative","easy",4.966666667,"F","keep","HQ","bing",4
"170714-17","1","9","please_idq","rude",0,"negative","hard",4.966666667,"F","keep","HQ","bing",4
"170714-17","1","10","idq","polite",0,"positive","hard",4.966666667,"F","keep","HQ","bing",4
"170714-17","1","11","please","rude",1,"negative","hard",4.966666667,"F","keep","HQ","bing",4
"170714-17","1","12","idq","rude",1,"negative","hard",4.966666667,"F","keep","HQ","bing",4
"170714-20","1","1","please","polite",0,"positive","hard",4.661111111,"M","keep","HQ","bing",4
"170714-20","1","2","please","nice",0,"positive","easy",4.661111111,"M","keep","HQ","bing",4
"170714-20","1","3","idq","mean",1,"negative","easy",4.661111111,"M","keep","HQ","bing",4
"170714-20","1","4","please_idq","nice",1,"positive","easy",4.661111111,"M","keep","HQ","bing",4
"170714-20","1","5","please","mean",0,"negative","easy",4.661111111,"M","keep","HQ","bing",4
"170714-20","1","6","please_idq","polite",1,"positive","hard",4.661111111,"M","keep","HQ","bing",4
"170714-20","1","7","idq","nice",1,"positive","easy",4.661111111,"M","keep","HQ","bing",4
"170714-20","1","8","please_idq","mean",1,"negative","easy",4.661111111,"M","keep","HQ","bing",4
"170714-20","1","9","please_idq","rude",0,"negative","hard",4.661111111,"M","keep","HQ","bing",4
"170714-20","1","10","idq","polite",1,"positive","hard",4.661111111,"M","keep","HQ","bing",4
"170714-20","1","11","please","rude",1,"negative","hard",4.661111111,"M","keep","HQ","bing",4
"170714-20","1","12","idq","rude",1,"negative","hard",4.661111111,"M","keep","HQ","bing",4
"170714-21","1","1","please","polite",0,"positive","hard",4.161111111,"M","keep","HQ","bing",4
"170714-21","1","2","please","nice",1,"positive","easy",4.161111111,"M","keep","HQ","bing",4
"170714-21","1","3","idq","mean",1,"negative","easy",4.161111111,"M","keep","HQ","bing",4
"170714-21","1","4","please_idq","nice",1,"positive","easy",4.161111111,"M","keep","HQ","bing",4
"170714-21","1","5","please","mean",1,"negative","easy",4.161111111,"M","keep","HQ","bing",4
"170714-21","1","6","please_idq","polite",1,"positive","hard",4.161111111,"M","keep","HQ","bing",4
"170714-21","1","7","idq","nice",1,"positive","easy",4.161111111,"M","keep","HQ","bing",4
"170714-21","1","8","please_idq","mean",1,"negative","easy",4.161111111,"M","keep","HQ","bing",4
"170714-21","1","9","please_idq","rude",0,"negative","hard",4.161111111,"M","keep","HQ","bing",4
"170714-21","1","10","idq","polite",1,"positive","hard",4.161111111,"M","keep","HQ","bing",4
"170714-21","1","11","please","rude",1,"negative","hard",4.161111111,"M","keep","HQ","bing",4
"170714-21","1","12","idq","rude",0,"negative","hard",4.161111111,"M","keep","HQ","bing",4
"170714-22","1","1","please","polite",1,"positive","hard",3.769444444,"F","keep","HQ","bing",3
"170714-22","1","2","please","nice",1,"positive","easy",3.769444444,"F","keep","HQ","bing",3
"170714-22","1","3","idq","mean",0,"negative","easy",3.769444444,"F","keep","HQ","bing",3
"170714-22","1","4","please_idq","nice",1,"positive","easy",3.769444444,"F","keep","HQ","bing",3
"170714-22","1","5","please","mean",0,"negative","easy",3.769444444,"F","keep","HQ","bing",3
"170714-22","1","6","please_idq","polite",1,"positive","hard",3.769444444,"F","keep","HQ","bing",3
"170714-22","1","7","idq","nice",1,"positive","easy",3.769444444,"F","keep","HQ","bing",3
"170714-22","1","8","please_idq","mean",1,"negative","easy",3.769444444,"F","keep","HQ","bing",3
"170714-22","1","9","please_idq","rude",1,"negative","hard",3.769444444,"F","keep","HQ","bing",3
"170714-22","1","10","idq","polite",1,"positive","hard",3.769444444,"F","keep","HQ","bing",3
"170714-22","1","11","please","rude",1,"negative","hard",3.769444444,"F","keep","HQ","bing",3
"170714-22","1","12","idq","rude",1,"negative","hard",3.769444444,"F","keep","HQ","bing",3
"170714-23","1","1","please","polite",0,"positive","hard",3.630555556,"M","keep","HQ","bing",3
"170714-23","1","2","please","nice",1,"positive","easy",3.630555556,"M","keep","HQ","bing",3
"170714-23","1","3","idq","mean",0,"negative","easy",3.630555556,"M","keep","HQ","bing",3
"170714-23","1","4","please_idq","nice",0,"positive","easy",3.630555556,"M","keep","HQ","bing",3
"170714-23","1","5","please","mean",0,"negative","easy",3.630555556,"M","keep","HQ","bing",3
"170714-23","1","6","please_idq","polite",0,"positive","hard",3.630555556,"M","keep","HQ","bing",3
"170714-23","1","7","idq","nice",0,"positive","easy",3.630555556,"M","keep","HQ","bing",3
"170714-23","1","8","please_idq","mean",0,"negative","easy",3.630555556,"M","keep","HQ","bing",3
"170714-23","1","9","please_idq","rude",1,"negative","hard",3.630555556,"M","keep","HQ","bing",3
"170714-23","1","10","idq","polite",1,"positive","hard",3.630555556,"M","keep","HQ","bing",3
"170714-23","1","11","please","rude",0,"negative","hard",3.630555556,"M","keep","HQ","bing",3
"170714-23","1","12","idq","rude",1,"negative","hard",3.630555556,"M","keep","HQ","bing",3
"170719-24","1","1","please","polite",0,"positive","hard",3.141666667,"F","keep","HQ","bing",3
"170719-24","1","2","please","nice",1,"positive","easy",3.141666667,"F","keep","HQ","bing",3
"170719-24","1","3","idq","mean",1,"negative","easy",3.141666667,"F","keep","HQ","bing",3
"170719-24","1","4","please_idq","nice",0,"positive","easy",3.141666667,"F","keep","HQ","bing",3
"170719-24","1","5","please","mean",0,"negative","easy",3.141666667,"F","keep","HQ","bing",3
"170719-24","1","6","please_idq","polite",0,"positive","hard",3.141666667,"F","keep","HQ","bing",3
"170719-24","1","7","idq","nice",1,"positive","easy",3.141666667,"F","keep","HQ","bing",3
"170719-24","1","8","please_idq","mean",1,"negative","easy",3.141666667,"F","keep","HQ","bing",3
"170719-24","1","9","please_idq","rude",1,"negative","hard",3.141666667,"F","keep","HQ","bing",3
"170719-24","1","10","idq","polite",1,"positive","hard",3.141666667,"F","keep","HQ","bing",3
"170719-24","1","11","please","rude",0,"negative","hard",3.141666667,"F","keep","HQ","bing",3
"170719-24","1","12","idq","rude",0,"negative","hard",3.141666667,"F","keep","HQ","bing",3
"170719-27","1","1","please","polite",0,"positive","hard",3.891666667,"M","keep","HQ","bing",3
"170719-27","1","2","please","nice",1,"positive","easy",3.891666667,"M","keep","HQ","bing",3
"170719-27","1","3","idq","mean",1,"negative","easy",3.891666667,"M","keep","HQ","bing",3
"170719-27","1","4","please_idq","nice",1,"positive","easy",3.891666667,"M","keep","HQ","bing",3
"170719-27","1","5","please","mean",1,"negative","easy",3.891666667,"M","keep","HQ","bing",3
"170719-27","1","6","please_idq","polite",1,"positive","hard",3.891666667,"M","keep","HQ","bing",3
"170719-27","1","7","idq","nice",1,"positive","easy",3.891666667,"M","keep","HQ","bing",3
"170719-27","1","8","please_idq","mean",1,"negative","easy",3.891666667,"M","keep","HQ","bing",3
"170719-27","1","9","please_idq","rude",1,"negative","hard",3.891666667,"M","keep","HQ","bing",3
"170719-27","1","10","idq","polite",1,"positive","hard",3.891666667,"M","keep","HQ","bing",3
"170719-27","1","11","please","rude",1,"negative","hard",3.891666667,"M","keep","HQ","bing",3
"170719-27","1","12","idq","rude",1,"negative","hard",3.891666667,"M","keep","HQ","bing",3
"170721-29","1","1","please","polite",0,"positive","hard",3.502777778,"F","keep","HQ","bing",3
"170721-29","1","2","please","nice",1,"positive","easy",3.502777778,"F","keep","HQ","bing",3
"170721-29","1","3","idq","mean",1,"negative","easy",3.502777778,"F","keep","HQ","bing",3
"170721-29","1","4","please_idq","nice",1,"positive","easy",3.502777778,"F","keep","HQ","bing",3
"170721-29","1","5","please","mean",1,"negative","easy",3.502777778,"F","keep","HQ","bing",3
"170721-29","1","6","please_idq","polite",1,"positive","hard",3.502777778,"F","keep","HQ","bing",3
"170721-29","1","7","idq","nice",1,"positive","easy",3.502777778,"F","keep","HQ","bing",3
"170721-29","1","8","please_idq","mean",1,"negative","easy",3.502777778,"F","keep","HQ","bing",3
"170721-29","1","9","please_idq","rude",1,"negative","hard",3.502777778,"F","keep","HQ","bing",3
"170721-29","1","10","idq","polite",1,"positive","hard",3.502777778,"F","keep","HQ","bing",3
"170721-29","1","11","please","rude",1,"negative","hard",3.502777778,"F","keep","HQ","bing",3
"170721-29","1","12","idq","rude",1,"negative","hard",3.502777778,"F","keep","HQ","bing",3
"170726-30","1","1","please","polite",1,"positive","hard",3.936111111,"M","keep","HQ","bing",3
"170726-30","1","2","please","nice",1,"positive","easy",3.936111111,"M","keep","HQ","bing",3
"170726-30","1","3","idq","mean",0,"negative","easy",3.936111111,"M","keep","HQ","bing",3
"170726-30","1","4","please_idq","nice",1,"positive","easy",3.936111111,"M","keep","HQ","bing",3
"170726-30","1","5","please","mean",1,"negative","easy",3.936111111,"M","keep","HQ","bing",3
"170726-30","1","6","please_idq","polite",1,"positive","hard",3.936111111,"M","keep","HQ","bing",3
"170726-30","1","7","idq","nice",0,"positive","easy",3.936111111,"M","keep","HQ","bing",3
"170726-30","1","8","please_idq","mean",0,"negative","easy",3.936111111,"M","keep","HQ","bing",3
"170726-30","1","9","please_idq","rude",1,"negative","hard",3.936111111,"M","keep","HQ","bing",3
"170726-30","1","10","idq","polite",1,"positive","hard",3.936111111,"M","keep","HQ","bing",3
"170726-30","1","11","please","rude",0,"negative","hard",3.936111111,"M","keep","HQ","bing",3
"170726-30","1","12","idq","rude",1,"negative","hard",3.936111111,"M","keep","HQ","bing",3
"170306-01","1","1","please","play",0,"negative","hard",4.094444444,"F","keep","RL","bing",4
"170306-01","1","2","please","comp",1,"negative","hard",4.094444444,"F","keep","RL","bing",4
"170306-01","1","3","idq","play",1,"negative","hard",4.094444444,"F","keep","RL","bing",4
"170306-01","1","4","please_idq","comp",0,"negative","hard",4.094444444,"F","keep","RL","bing",4
"170306-01","1","5","please","comp",0,"negative","hard",4.094444444,"F","keep","RL","bing",4
"170306-01","1","6","please_idq","play",1,"negative","hard",4.094444444,"F","keep","RL","bing",4
"170306-01","1","7","idq","play",1,"negative","hard",4.094444444,"F","keep","RL","bing",4
"170306-01","1","8","please_idq","play",1,"negative","hard",4.094444444,"F","keep","RL","bing",4
"170306-01","1","9","please_idq","comp",0,"negative","hard",4.094444444,"F","keep","RL","bing",4
"170306-01","1","10","idq","comp",1,"negative","hard",4.094444444,"F","keep","RL","bing",4
"170306-01","1","11","please","play",1,"negative","hard",4.094444444,"F","keep","RL","bing",4
"170306-01","1","12","idq","comp",0,"negative","hard",4.094444444,"F","keep","RL","bing",4
"170307-01","1","1","please","play",1,"negative","hard",3.452054795,"F","keep","JC","bing",3
"170307-01","1","2","please","comp",1,"negative","hard",3.452054795,"F","keep","JC","bing",3
"170307-01","1","3","idq","play",1,"negative","hard",3.452054795,"F","keep","JC","bing",3
"170307-01","1","4","please_idq","comp",1,"negative","hard",3.452054795,"F","keep","JC","bing",3
"170307-01","1","5","please","comp",1,"negative","hard",3.452054795,"F","keep","JC","bing",3
"170307-01","1","6","please_idq","play",1,"negative","hard",3.452054795,"F","keep","JC","bing",3
"170307-01","1","7","idq","play",1,"negative","hard",3.452054795,"F","keep","JC","bing",3
"170307-01","1","8","please_idq","play",1,"negative","hard",3.452054795,"F","keep","JC","bing",3
"170307-01","1","9","please_idq","comp",0,"negative","hard",3.452054795,"F","keep","JC","bing",3
"170307-01","1","10","idq","comp",1,"negative","hard",3.452054795,"F","keep","JC","bing",3
"170307-01","1","11","please","play",1,"negative","hard",3.452054795,"F","keep","JC","bing",3
"170307-01","1","12","idq","comp",1,"negative","hard",3.452054795,"F","keep","JC","bing",3
"170307-02","1","1","please","play",1,"negative","hard",4.55890411,"F","keep","JC","bing",4
"170307-02","1","2","please","comp",1,"negative","hard",4.55890411,"F","keep","JC","bing",4
"170307-02","1","3","idq","play",1,"negative","hard",4.55890411,"F","keep","JC","bing",4
"170307-02","1","4","please_idq","comp",1,"negative","hard",4.55890411,"F","keep","JC","bing",4
"170307-02","1","5","please","comp",1,"negative","hard",4.55890411,"F","keep","JC","bing",4
"170307-02","1","6","please_idq","play",1,"negative","hard",4.55890411,"F","keep","JC","bing",4
"170307-02","1","7","idq","play",1,"negative","hard",4.55890411,"F","keep","JC","bing",4
"170307-02","1","8","please_idq","play",1,"negative","hard",4.55890411,"F","keep","JC","bing",4
"170307-02","1","9","please_idq","comp",1,"negative","hard",4.55890411,"F","keep","JC","bing",4
"170307-02","1","10","idq","comp",1,"negative","hard",4.55890411,"F","keep","JC","bing",4
"170307-02","1","11","please","play",1,"negative","hard",4.55890411,"F","keep","JC","bing",4
"170307-02","1","12","idq","comp",1,"negative","hard",4.55890411,"F","keep","JC","bing",4
"170308-02","1","1","please","play",1,"negative","hard",4.519444444,"F","keep","RL","bing",4
"170308-02","1","2","please","comp",1,"negative","hard",4.519444444,"F","keep","RL","bing",4
"170308-02","1","3","idq","play",1,"negative","hard",4.519444444,"F","keep","RL","bing",4
"170308-02","1","4","please_idq","comp",1,"negative","hard",4.519444444,"F","keep","RL","bing",4
"170308-02","1","5","please","comp",1,"negative","hard",4.519444444,"F","keep","RL","bing",4
"170308-02","1","6","please_idq","play",1,"negative","hard",4.519444444,"F","keep","RL","bing",4
"170308-02","1","7","idq","play",1,"negative","hard",4.519444444,"F","keep","RL","bing",4
"170308-02","1","8","please_idq","play",1,"negative","hard",4.519444444,"F","keep","RL","bing",4
"170308-02","1","9","please_idq","comp",1,"negative","hard",4.519444444,"F","keep","RL","bing",4
"170308-02","1","10","idq","comp",1,"negative","hard",4.519444444,"F","keep","RL","bing",4
"170308-02","1","11","please","play",1,"negative","hard",4.519444444,"F","keep","RL","bing",4
