"subid","order","trial_num","target1side","target2side","qtype1","qtype2","correct1","correct2","date","time"
"180713-05","2",0,"R","L","mean","nice",1,1,"7/13/2018","13:39"
"180713-05","2",1,"R",NA,"polite","nice",1,NA,"7/13/2018","13:39"
"180713-05","2",2,"R",NA,"rude","nice",0,NA,"7/13/2018","13:39"
"180713-05","2",3,"R",NA,"rude","nice",1,NA,"7/13/2018","13:39"
"180713-05","2",4,"R",NA,"polite","nice",1,NA,"7/13/2018","13:39"
"180713-05","2",5,"R",NA,"rude","nice",1,NA,"7/13/2018","13:39"
"180713-05","2",6,"R",NA,"polite","nice",0,NA,"7/13/2018","13:39"
"180713-05","2",7,"R",NA,"rude","nice",1,NA,"7/13/2018","13:39"
"180713-05","2",8,"R",NA,"polite","nice",1,NA,"7/13/2018","13:39"
"180713-05","2",9,"R",NA,"rude","nice",1,NA,"7/13/2018","13:39"
"180713-05","2",10,"R",NA,"polite","nice",0,NA,"7/13/2018","13:39"
"180713-05","2",11,"R",NA,"rude","nice",0,NA,"7/13/2018","13:39"
"180713-05","2",12,"R",NA,"polite","nice",1,NA,"7/13/2018","13:39"
"180713-06","1",0,"L","R","mean","nice",1,1,"7/13/2018","14:12"
"180713-06","1",1,"R",NA,"polite","nice",0,NA,"7/13/2018","14:12"
"180713-06","1",2,"L",NA,"nice","nice",1,NA,"7/13/2018","14:12"
"180713-06","1",3,"L",NA,"mean","nice",1,NA,"7/13/2018","14:12"
"180713-06","1",4,"R",NA,"nice","nice",1,NA,"7/13/2018","14:12"
"180713-06","1",5,"R",NA,"mean","nice",1,NA,"7/13/2018","14:12"
"180713-06","1",6,"R",NA,"polite","nice",1,NA,"7/13/2018","14:12"
"180713-06","1",7,"R",NA,"nice","nice",1,NA,"7/13/2018","14:12"
"180713-06","1",8,"R",NA,"mean","nice",1,NA,"7/13/2018","14:12"
"180713-06","1",9,"L",NA,"rude","nice",1,NA,"7/13/2018","14:12"
"180713-06","1",10,"L",NA,"polite","nice",1,NA,"7/13/2018","14:12"
"180713-06","1",11,"R",NA,"rude","nice",1,NA,"7/13/2018","14:12"
"180713-06","1",12,"R",NA,"rude","nice",0,NA,"7/13/2018","14:12"
"180716-01","1",0,"L","R","mean","nice",1,1,"7/16/2018","9:19"
"180716-01","1",1,"L",NA,"polite","nice",1,NA,"7/16/2018","9:19"
"180716-01","1",2,"L",NA,"nice","nice",1,NA,"7/16/2018","9:19"
"180716-01","1",3,"L",NA,"mean","nice",1,NA,"7/16/2018","9:19"
"180716-01","1",4,"L",NA,"nice","nice",0,NA,"7/16/2018","9:19"
"180716-01","1",5,"L",NA,"mean","nice",0,NA,"7/16/2018","9:19"
"180716-01","1",6,"L",NA,"polite","nice",0,NA,"7/16/2018","9:19"
"180716-01","1",7,"L",NA,"nice","nice",0,NA,"7/16/2018","9:19"
"180716-01","1",8,"L",NA,"mean","nice",0,NA,"7/16/2018","9:19"
"180716-01","1",9,"L",NA,"rude","nice",1,NA,"7/16/2018","9:19"
"180716-01","1",10,"L",NA,"polite","nice",1,NA,"7/16/2018","9:19"
"180716-01","1",11,"R",NA,"rude","nice",1,NA,"7/16/2018","9:19"
"180716-01","1",12,"L",NA,"rude","nice",1,NA,"7/16/2018","9:19"
"180716-02","1",0,"L","R","mean","nice",1,1,"7/16/2018","9:43"
"180716-02","1",1,"R",NA,"polite","nice",0,NA,"7/16/2018","9:43"
"180716-02","1",2,"L",NA,"nice","nice",1,NA,"7/16/2018","9:43"
"180716-02","1",3,"L",NA,"mean","nice",1,NA,"7/16/2018","9:43"
"180716-02","1",4,"L",NA,"nice","nice",0,NA,"7/16/2018","9:43"
"180716-02","1",5,"L",NA,"mean","nice",0,NA,"7/16/2018","9:43"
"180716-02","1",6,"L",NA,"polite","nice",0,NA,"7/16/2018","9:43"
"180716-02","1",7,"L",NA,"nice","nice",0,NA,"7/16/2018","9:43"
"180716-02","1",8,"L",NA,"mean","nice",0,NA,"7/16/2018","9:43"
"180716-02","1",9,"L",NA,"rude","nice",1,NA,"7/16/2018","9:43"
"180716-02","1",10,"R",NA,"polite","nice",0,NA,"7/16/2018","9:43"
"180716-02","1",11,"L",NA,"rude","nice",0,NA,"7/16/2018","9:43"
"180716-02","1",12,"L",NA,"rude","nice",1,NA,"7/16/2018","9:43"
"180716-03","1",0,"L","R","mean","nice",1,1,"7/16/2018","9:57"
"180716-03","1",1,"L",NA,"polite","nice",1,NA,"7/16/2018","9:57"
"180716-03","1",2,"L",NA,"nice","nice",1,NA,"7/16/2018","9:57"
"180716-03","1",3,"R",NA,"mean","nice",0,NA,"7/16/2018","9:57"
"180716-03","1",4,"R",NA,"nice","nice",1,NA,"7/16/2018","9:57"
"180716-03","1",5,"R",NA,"mean","nice",1,NA,"7/16/2018","9:57"
"180716-03","1",6,"R",NA,"polite","nice",1,NA,"7/16/2018","9:57"
"180716-03","1",7,"R",NA,"nice","nice",1,NA,"7/16/2018","9:57"
"180716-03","1",8,"L",NA,"mean","nice",0,NA,"7/16/2018","9:57"
"180716-03","1",9,"L",NA,"rude","nice",1,NA,"7/16/2018","9:57"
"180716-03","1",10,"L",NA,"polite","nice",1,NA,"7/16/2018","9:57"
"180716-03","1",11,"R",NA,"rude","nice",1,NA,"7/16/2018","9:57"
"180716-03","1",12,"L",NA,"rude","nice",1,NA,"7/16/2018","9:57"
"180718-01","1",0,"L","R","mean","nice",1,1,"7/18/2018","9:33"
"180718-01","1",1,"L",NA,"polite","nice",1,NA,"7/18/2018","9:33"
"180718-01","1",2,"L",NA,"nice","nice",1,NA,"7/18/2018","9:33"
"180718-01","1",3,"L",NA,"mean","nice",1,NA,"7/18/2018","9:33"
"180718-01","1",4,"R",NA,"nice","nice",1,NA,"7/18/2018","9:33"
"180718-01","1",5,"R",NA,"mean","nice",1,NA,"7/18/2018","9:33"
"180718-01","1",6,"R",NA,"polite","nice",1,NA,"7/18/2018","9:33"
"180718-01","1",7,"L",NA,"nice","nice",0,NA,"7/18/2018","9:33"
"180718-01","1",8,"R",NA,"mean","nice",1,NA,"7/18/2018","9:33"
"180718-01","1",9,"L",NA,"rude","nice",1,NA,"7/18/2018","9:33"
"180718-01","1",10,"R",NA,"polite","nice",0,NA,"7/18/2018","9:33"
"180718-01","1",11,"L",NA,"rude","nice",0,NA,"7/18/2018","9:33"
"180718-01","1",12,"L",NA,"rude","nice",1,NA,"7/18/2018","9:33"
"180718-02","2",0,"R","L","mean","nice",1,1,"7/18/2018","9:58"
"180718-02","2",1,"R",NA,"polite","nice",1,NA,"7/18/2018","9:58"
"180718-02","2",2,"L",NA,"rude","nice",1,NA,"7/18/2018","9:58"
"180718-02","2",3,"R",NA,"rude","nice",1,NA,"7/18/2018","9:58"
"180718-02","2",4,"L",NA,"polite","nice",0,NA,"7/18/2018","9:58"
"180718-02","2",5,"R",NA,"rude","nice",1,NA,"7/18/2018","9:58"
"180718-02","2",6,"L",NA,"polite","nice",1,NA,"7/18/2018","9:58"
"180718-02","2",7,"R",NA,"rude","nice",1,NA,"7/18/2018","9:58"
"180718-02","2",8,"L",NA,"polite","nice",0,NA,"7/18/2018","9:58"
"180718-02","2",9,"R",NA,"rude","nice",1,NA,"7/18/2018","9:58"
"180718-02","2",10,"R",NA,"polite","nice",0,NA,"7/18/2018","9:58"
"180718-02","2",11,"L",NA,"rude","nice",1,NA,"7/18/2018","9:58"
"180718-02","2",12,"L",NA,"polite","nice",0,NA,"7/18/2018","9:58"
"180718-03","2",0,"R","L","mean","nice",1,1,"7/18/2018","10:49"
"180718-03","2",1,"R",NA,"polite","nice",1,NA,"7/18/2018","10:49"
"180718-03","2",2,"L",NA,"rude","nice",1,NA,"7/18/2018","10:49"
"180718-03","2",3,"R",NA,"rude","nice",1,NA,"7/18/2018","10:49"
"180718-03","2",4,"R",NA,"polite","nice",1,NA,"7/18/2018","10:49"
"180718-03","2",5,"L",NA,"rude","nice",0,NA,"7/18/2018","10:49"
"180718-03","2",6,"L",NA,"polite","nice",1,NA,"7/18/2018","10:49"
"180718-03","2",7,"R",NA,"rude","nice",1,NA,"7/18/2018","10:49"
"180718-03","2",8,"R",NA,"polite","nice",1,NA,"7/18/2018","10:49"
"180718-03","2",9,"R",NA,"rude","nice",1,NA,"7/18/2018","10:49"
"180718-03","2",10,"L",NA,"polite","nice",1,NA,"7/18/2018","10:49"
"180718-03","2",11,"L",NA,"rude","nice",1,NA,"7/18/2018","10:49"
"180718-03","2",12,"R",NA,"polite","nice",1,NA,"7/18/2018","10:49"
"180718-04","1",0,"L","R","mean","nice",1,1,"7/18/2018","13:30"
"180718-04","1",1,"R",NA,"polite","nice",0,NA,"7/18/2018","13:30"
"180718-04","1",2,"R",NA,"nice","nice",0,NA,"7/18/2018","13:30"
"180718-04","1",3,"L",NA,"mean","nice",1,NA,"7/18/2018","13:30"
"180718-04","1",4,"R",NA,"nice","nice",1,NA,"7/18/2018","13:30"
"180718-04","1",5,"L",NA,"mean","nice",0,NA,"7/18/2018","13:30"
"180718-04","1",6,"L",NA,"polite","nice",0,NA,"7/18/2018","13:30"
"180718-04","1",7,"R",NA,"nice","nice",1,NA,"7/18/2018","13:30"
"180718-04","1",8,"R",NA,"mean","nice",1,NA,"7/18/2018","13:30"
"180718-04","1",9,"R",NA,"rude","nice",0,NA,"7/18/2018","13:30"
"180718-04","1",10,"L",NA,"polite","nice",1,NA,"7/18/2018","13:30"
"180718-04","1",11,"R",NA,"rude","nice",1,NA,"7/18/2018","13:30"
"180718-04","1",12,"R",NA,"rude","nice",0,NA,"7/18/2018","13:30"
"180718-05","1",0,"L","R","mean","nice",1,1,"7/18/2018","13:55"
"180718-05","1",1,"L",NA,"polite","nice",1,NA,"7/18/2018","13:55"
"180718-05","1",2,"L",NA,"nice","nice",1,NA,"7/18/2018","13:55"
"180718-05","1",3,"R",NA,"mean","nice",0,NA,"7/18/2018","13:55"
"180718-05","1",4,"R",NA,"nice","nice",1,NA,"7/18/2018","13:55"
"180718-05","1",5,"R",NA,"mean","nice",1,NA,"7/18/2018","13:55"
"180718-05","1",6,"R",NA,"polite","nice",1,NA,"7/18/2018","13:55"
"180718-05","1",7,"R",NA,"nice","nice",1,NA,"7/18/2018","13:55"
"180718-05","1",8,"L",NA,"mean","nice",0,NA,"7/18/2018","13:55"
"180718-05","1",9,"R",NA,"rude","nice",0,NA,"7/18/2018","13:55"
"180718-05","1",10,"R",NA,"polite","nice",0,NA,"7/18/2018","13:55"
"180718-05","1",11,"L",NA,"rude","nice",0,NA,"7/18/2018","13:55"
"180718-05","1",12,"L",NA,"rude","nice",1,NA,"7/18/2018","13:55"
"180723-01","1",0,"L","R","mean","nice",1,1,"7/23/2018","13:37"
"180723-01","1",1,"R",NA,"polite","nice",0,NA,"7/23/2018","13:37"
"180723-01","1",2,"L",NA,"nice","nice",1,NA,"7/23/2018","13:37"
"180723-01","1",3,"L",NA,"mean","nice",1,NA,"7/23/2018","13:37"
"180723-01","1",4,"R",NA,"nice","nice",1,NA,"7/23/2018","13:37"
"180723-01","1",5,"R",NA,"mean","nice",1,NA,"7/23/2018","13:37"
"180723-01","1",6,"R",NA,"polite","nice",1,NA,"7/23/2018","13:37"
"180723-01","1",7,"R",NA,"nice","nice",1,NA,"7/23/2018","13:37"
"180723-01","1",8,"R",NA,"mean","nice",1,NA,"7/23/2018","13:37"
"180723-01","1",9,"L",NA,"rude","nice",1,NA,"7/23/2018","13:37"
"180723-01","1",10,"L",NA,"polite","nice",1,NA,"7/23/2018","13:37"
"180723-01","1",11,"L",NA,"rude","nice",0,NA,"7/23/2018","13:37"
"180723-01","1",12,"L",NA,"rude","nice",1,NA,"7/23/2018","13:37"
"180727-01","2",0,"R","L","mean","nice",1,1,"7/27/2018","8:46"
"180727-01","2",1,"R",NA,"polite","nice",1,NA,"7/27/2018","8:46"
"180727-01","2",2,"R",NA,"rude","nice",0,NA,"7/27/2018","8:46"
"180727-01","2",3,"R",NA,"rude","nice",1,NA,"7/27/2018","8:46"
"180727-01","2",4,"R",NA,"polite","nice",1,NA,"7/27/2018","8:46"
"180727-01","2",5,"R",NA,"rude","nice",1,NA,"7/27/2018","8:46"
"180727-01","2",6,"L",NA,"polite","nice",1,NA,"7/27/2018","8:46"
"180727-01","2",7,"L",NA,"rude","nice",0,NA,"7/27/2018","8:46"
"180727-01","2",8,"R",NA,"polite","nice",1,NA,"7/27/2018","8:46"
"180727-01","2",9,"R",NA,"rude","nice",1,NA,"7/27/2018","8:46"
"180727-01","2",10,"R",NA,"polite","nice",0,NA,"7/27/2018","8:46"
"180727-01","2",11,"R",NA,"rude","nice",0,NA,"7/27/2018","8:46"
"180727-01","2",12,"R",NA,"polite","nice",1,NA,"7/27/2018","8:46"
"180727-02","1",0,"L","R","mean","nice",1,1,"7/27/2018","9:35"
"180727-02","1",1,"L",NA,"polite","nice",1,NA,"7/27/2018","9:35"
"180727-02","1",2,"L",NA,"nice","nice",1,NA,"7/27/2018","9:35"
"180727-02","1",3,"L",NA,"mean","nice",1,NA,"7/27/2018","9:35"
"180727-02","1",4,"R",NA,"nice","nice",1,NA,"7/27/2018","9:35"
"180727-02","1",5,"R",NA,"mean","nice",1,NA,"7/27/2018","9:35"
"180727-02","1",6,"R",NA,"polite","nice",1,NA,"7/27/2018","9:35"
"180727-02","1",7,"R",NA,"nice","nice",1,NA,"7/27/2018","9:35"
"180727-02","1",8,"R",NA,"mean","nice",1,NA,"7/27/2018","9:35"
"180727-02","1",9,"L",NA,"rude","nice",1,NA,"7/27/2018","9:35"
"180727-02","1",10,"L",NA,"polite","nice",1,NA,"7/27/2018","9:35"
"180727-02","1",11,"R",NA,"rude","nice",1,NA,"7/27/2018","9:35"
"180727-02","1",12,"L",NA,"rude","nice",1,NA,"7/27/2018","9:35"
"180727-03","1",0,"L","R","mean","nice",1,1,"7/27/2018","10:49"
"180727-03","1",1,"R",NA,"polite","nice",0,NA,"7/27/2018","10:49"
"180727-03","1",2,"R",NA,"nice","nice",0,NA,"7/27/2018","10:49"
"180727-03","1",3,"R",NA,"mean","nice",0,NA,"7/27/2018","10:49"
"180727-03","1",4,"L",NA,"nice","nice",0,NA,"7/27/2018","10:49"
"180727-03","1",5,"L",NA,"mean","nice",0,NA,"7/27/2018","10:49"
"180727-03","1",6,"L",NA,"polite","nice",0,NA,"7/27/2018","10:49"
"180727-03","1",7,"L",NA,"nice","nice",0,NA,"7/27/2018","10:49"
"180727-03","1",8,"L",NA,"mean","nice",0,NA,"7/27/2018","10:49"
"180727-03","1",9,"R",NA,"rude","nice",0,NA,"7/27/2018","10:49"
"180727-03","1",10,"R",NA,"polite","nice",0,NA,"7/27/2018","10:49"
"180727-03","1",11,"R",NA,"rude","nice",1,NA,"7/27/2018","10:49"
"180727-03","1",12,"L",NA,"rude","nice",1,NA,"7/27/2018","10:49"
"180730-01","1",0,"R","R","mean","nice",0,1,"7/30/2018","9:12"
"180730-01","1",1,"L",NA,"polite","nice",1,NA,"7/30/2018","9:12"
"180730-01","1",2,"R",NA,"nice","nice",0,NA,"7/30/2018","9:12"
"180730-01","1",3,"L",NA,"mean","nice",1,NA,"7/30/2018","9:12"
"180730-01","1",4,"R",NA,"nice","nice",1,NA,"7/30/2018","9:12"
"180730-01","1",5,"R",NA,"mean","nice",1,NA,"7/30/2018","9:12"
"180730-01","1",6,"R",NA,"polite","nice",1,NA,"7/30/2018","9:12"
"180730-01","1",7,"R",NA,"nice","nice",1,NA,"7/30/2018","9:12"
"180730-01","1",8,"L",NA,"mean","nice",0,NA,"7/30/2018","9:12"
"180730-01","1",9,"R",NA,"rude","nice",0,NA,"7/30/2018","9:12"
"180730-01","1",10,"R",NA,"polite","nice",0,NA,"7/30/2018","9:12"
"180730-01","1",11,"L",NA,"rude","nice",0,NA,"7/30/2018","9:12"
"180730-01","1",12,"R",NA,"rude","nice",0,NA,"7/30/2018","9:12"
"180730-02","1",0,"L","R","mean","nice",1,1,"7/30/2018","9:44"
"180730-02","1",1,"L",NA,"polite","nice",1,NA,"7/30/2018","9:44"
"180730-02","1",2,"L",NA,"nice","nice",1,NA,"7/30/2018","9:44"
"180730-02","1",3,"L",NA,"mean","nice",1,NA,"7/30/2018","9:44"
"180730-02","1",4,"L",NA,"nice","nice",0,NA,"7/30/2018","9:44"
"180730-02","1",5,"L",NA,"mean","nice",0,NA,"7/30/2018","9:44"
"180730-02","1",6,"L",NA,"polite","nice",0,NA,"7/30/2018","9:44"
"180730-02","1",7,"L",NA,"nice","nice",0,NA,"7/30/2018","9:44"
"180730-02","1",8,"L",NA,"mean","nice",0,NA,"7/30/2018","9:44"
"180730-02","1",9,"R",NA,"rude","nice",0,NA,"7/30/2018","9:44"
"180730-02","1",10,"R",NA,"polite","nice",0,NA,"7/30/2018","9:44"
"180730-02","1",11,"L",NA,"rude","nice",0,NA,"7/30/2018","9:44"
"180730-02","1",12,"R",NA,"rude","nice",0,NA,"7/30/2018","9:44"
"18080001","1",0,"R","R","mean","nice",0,1,"8/14/2018","9:52"
"18080001","1",1,"L",NA,"polite","nice",1,NA,"8/14/2018","9:52"
"18080001","1",2,"L",NA,"polite","nice",1,NA,"8/14/2018","9:52"
"18080001","1",3,"L",NA,"polite","nice",1,NA,"8/14/2018","9:52"
"18080001","1",4,"R",NA,"polite","nice",1,NA,"8/14/2018","9:52"
"180801-01","1",0,"L","R","mean","nice",1,1,"8/1/2018","10:50"
"180801-01","1",1,"L",NA,"polite","nice",1,NA,"8/1/2018","10:50"
"180801-01","1",2,"R",NA,"nice","nice",0,NA,"8/1/2018","10:50"
"180801-01","1",3,"L",NA,"mean","nice",1,NA,"8/1/2018","10:50"
"180801-01","1",4,"R",NA,"nice","nice",0,NA,"8/1/2018","10:50"
"180801-01","1",5,"R",NA,"mean","nice",1,NA,"8/1/2018","10:50"
"180801-01","1",6,"L",NA,"polite","nice",1,NA,"8/1/2018","10:50"
"180801-01","1",7,"R",NA,"nice","nice",1,NA,"8/1/2018","10:50"
"180801-01","1",8,"L",NA,"mean","nice",0,NA,"8/1/2018","10:50"
"180801-01","1",9,"L",NA,"rude","nice",1,NA,"8/1/2018","10:50"
"180801-01","1",10,"L",NA,"polite","nice",1,NA,"8/1/2018","10:50"
"180801-01","1",11,"L",NA,"rude","nice",0,NA,"8/1/2018","10:50"
"180801-01","1",12,"R",NA,"rude","nice",0,NA,"8/1/2018","10:50"
"180803-01","1",0,"L","R","mean","nice",1,1,"8/3/2018","9:48"
"180803-01","1",1,"R",NA,"polite","nice",0,NA,"8/3/2018","9:48"
"180803-01","1",2,"L",NA,"nice","nice",1,NA,"8/3/2018","9:48"
"180803-01","1",3,"L",NA,"mean","nice",1,NA,"8/3/2018","9:48"
"180803-01","1",4,"L",NA,"nice","nice",0,NA,"8/3/2018","9:48"
"180803-01","1",5,"L",NA,"mean","nice",0,NA,"8/3/2018","9:48"
"180803-01","1",6,"R",NA,"polite","nice",1,NA,"8/3/2018","9:48"
"180803-01","1",7,"L",NA,"nice","nice",0,NA,"8/3/2018","9:48"
"180803-01","1",8,"R",NA,"mean","nice",1,NA,"8/3/2018","9:48"
"180803-01","1",9,"R",NA,"rude","nice",0,NA,"8/3/2018","9:48"
"180803-01","1",10,"R",NA,"polite","nice",0,NA,"8/3/2018","9:48"
"180803-01","1",11,"L",NA,"rude","nice",0,NA,"8/3/2018","9:48"
"180803-01","1",12,"L",NA,"rude","nice",1,NA,"8/3/2018","9:48"
"180803-02","2",0,"R","L","mean","nice",1,1,"8/3/2018","9:59"
"180803-02","2",1,"R",NA,"polite","nice",1,NA,"8/3/2018","9:59"
"180803-02","2",2,"L",NA,"rude","nice",1,NA,"8/3/2018","9:59"
"180803-02","2",3,"L",NA,"rude","nice",0,NA,"8/3/2018","9:59"
"180803-02","2",4,"L",NA,"polite","nice",0,NA,"8/3/2018","9:59"
"180803-02","2",5,"L",NA,"rude","nice",0,NA,"8/3/2018","9:59"
"180803-02","2",6,"L",NA,"polite","nice",1,NA,"8/3/2018","9:59"
"180803-02","2",7,"R",NA,"rude","nice",1,NA,"8/3/2018","9:59"
"180803-02","2",8,"L",NA,"polite","nice",0,NA,"8/3/2018","9:59"
"180803-02","2",9,"L",NA,"rude","nice",0,NA,"8/3/2018","9:59"
"180803-02","2",10,"L",NA,"polite","nice",1,NA,"8/3/2018","9:59"
"180803-02","2",11,"L",NA,"rude","nice",1,NA,"8/3/2018","9:59"
"180803-02","2",12,"R",NA,"polite","nice",1,NA,"8/3/2018","9:59"
"180803-03","1",0,"L","R","mean","nice",1,1,"8/3/2018","10:49"
"180803-03","1",1,"L",NA,"polite","nice",1,NA,"8/3/2018","10:49"
"180803-03","1",2,"L",NA,"nice","nice",1,NA,"8/3/2018","10:49"
"180803-03","1",3,"L",NA,"mean","nice",1,NA,"8/3/2018","10:49"
"180803-03","1",4,"R",NA,"nice","nice",1,NA,"8/3/2018","10:49"
"180803-03","1",5,"R",NA,"mean","nice",1,NA,"8/3/2018","10:49"
"180803-03","1",6,"R",NA,"polite","nice",1,NA,"8/3/2018","10:49"
"180803-03","1",7,"R",NA,"nice","nice",1,NA,"8/3/2018","10:49"
"180803-03","1",8,"R",NA,"mean","nice",1,NA,"8/3/2018","10:49"
"180803-03","1",9,"L",NA,"rude","nice",1,NA,"8/3/2018","10:49"
"180803-03","1",10,"R",NA,"polite","nice",0,NA,"8/3/2018","10:49"
"180803-03","1",11,"R",NA,"rude","nice",1,NA,"8/3/2018","10:49"
"180803-03","1",12,"L",NA,"rude","nice",1,NA,"8/3/2018","10:49"
"180806-01","1",0,"L","R","mean","nice",1,1,"8/6/2018","9:18"
"180806-01","1",1,"R",NA,"polite","nice",0,NA,"8/6/2018","9:18"
"180806-01","1",2,"L",NA,"nice","nice",1,NA,"8/6/2018","9:18"
"180806-01","1",3,"R",NA,"mean","nice",0,NA,"8/6/2018","9:18"
"180806-01","1",4,"L",NA,"nice","nice",0,NA,"8/6/2018","9:18"
"180806-01","1",5,"L",NA,"mean","nice",0,NA,"8/6/2018","9:18"
"180806-01","1",6,"R",NA,"polite","nice",1,NA,"8/6/2018","9:18"
"180806-01","1",7,"R",NA,"nice","nice",1,NA,"8/6/2018","9:18"
"180806-01","1",8,"L",NA,"mean","nice",0,NA,"8/6/2018","9:18"
"180806-01","1",9,"L",NA,"rude","nice",1,NA,"8/6/2018","9:18"
"180806-01","1",10,"L",NA,"polite","nice",1,NA,"8/6/2018","9:18"
"180806-01","1",11,"L",NA,"rude","nice",0,NA,"8/6/2018","9:18"
"180806-01","1",12,"R",NA,"rude","nice",0,NA,"8/6/2018","9:18"
"180806-02","1",0,"L","R","mean","nice",1,1,"8/6/2018","9:30"
"180806-02","1",1,"L",NA,"polite","nice",1,NA,"8/6/2018","9:30"
"180806-02","1",2,"L",NA,"nice","nice",1,NA,"8/6/2018","9:30"
"180806-02","1",3,"L",NA,"mean","nice",1,NA,"8/6/2018","9:30"
"180806-02","1",4,"L",NA,"nice","nice",0,NA,"8/6/2018","9:30"
"180806-02","1",5,"R",NA,"mean","nice",1,NA,"8/6/2018","9:30"
"180806-02","1",6,"R",NA,"polite","nice",1,NA,"8/6/2018","9:30"
"180806-02","1",7,"L",NA,"nice","nice",0,NA,"8/6/2018","9:30"
"180806-02","1",8,"R",NA,"mean","nice",1,NA,"8/6/2018","9:30"
"180806-02","1",9,"L",NA,"rude","nice",1,NA,"8/6/2018","9:30"
"180806-02","1",10,"L",NA,"polite","nice",1,NA,"8/6/2018","9:30"
"180806-02","1",11,"L",NA,"rude","nice",0,NA,"8/6/2018","9:30"
"180806-02","1",12,"L",NA,"rude","nice",1,NA,"8/6/2018","9:30"
"180806-03","2",0,"R","L","mean","nice",1,1,"8/6/2018","9:41"
"180806-03","2",1,"R",NA,"polite","nice",1,NA,"8/6/2018","9:41"
"180806-03","2",2,"L",NA,"rude","nice",1,NA,"8/6/2018","9:41"
"180806-03","2",3,"R",NA,"rude","nice",1,NA,"8/6/2018","9:41"
"180806-03","2",4,"R",NA,"polite","nice",1,NA,"8/6/2018","9:41"
"180806-03","2",5,"R",NA,"rude","nice",1,NA,"8/6/2018","9:41"
"180806-03","2",6,"L",NA,"polite","nice",1,NA,"8/6/2018","9:41"
"180806-03","2",7,"R",NA,"rude","nice",1,NA,"8/6/2018","9:41"
"180806-03","2",8,"R",NA,"polite","nice",1,NA,"8/6/2018","9:41"
"180806-03","2",9,"R",NA,"rude","nice",1,NA,"8/6/2018","9:41"
"180806-03","2",10,"L",NA,"polite","nice",1,NA,"8/6/2018","9:41"
"180806-03","2",11,"L",NA,"rude","nice",1,NA,"8/6/2018","9:41"
"180806-03","2",12,"R",NA,"polite","nice",1,NA,"8/6/2018","9:41"
"180814-02","2",0,"R","L","mean","nice",1,1,"8/14/2018","10:22"
"180814-02","2",1,"L",NA,"polite","nice",0,NA,"8/14/2018","10:22"
"180814-02","2",2,"R",NA,"polite","nice",1,NA,"8/14/2018","10:22"
"180814-02","2",3,"L",NA,"polite","nice",0,NA,"8/14/2018","10:22"
"180814-02","2",4,"L",NA,"polite","nice",0,NA,"8/14/2018","10:22"
"180814-03","2",0,"L","R","mean","nice",0,0,"8/14/2018","10:31"
"180814-03","2",1,"L",NA,"polite","nice",0,NA,"8/14/2018","10:31"
"180814-03","2",2,"R",NA,"polite","nice",0,NA,"8/14/2018","10:31"
"180814-03","2",3,"L",NA,"polite","nice",0,NA,"8/14/2018","10:31"
"180814-03","2",4,"R",NA,"polite","nice",1,NA,"8/14/2018","10:31"
"180816-01","1",0,"R","R","mean","nice",0,1,"8/16/2018","9:29"
"180816-01","1",1,"L",NA,"polite","nice",1,NA,"8/16/2018","9:29"
"180816-01","1",2,"L",NA,"polite","nice",1,NA,"8/16/2018","9:29"
"180816-01","1",3,"L",NA,"polite","nice",1,NA,"8/16/2018","9:29"
"180816-01","1",4,"R",NA,"polite","nice",1,NA,"8/16/2018","9:29"
